id,index,period,timestamp,minute,second,type/id,type/name,possession,possession_team/id,possession_team/name,play_pattern/id,play_pattern/name,team/id,team/name,player/id,player/name,position/id,position/name,location/0,location/1,duration,shot/statsbomb_xg,shot/end_location/0,shot/end_location/1,shot/end_location/2,shot/technique/id,shot/technique/name,shot/body_part/id,shot/body_part/name,shot/type/id,shot/type/name,shot/outcome/id,shot/outcome/name,shot/first_time,shot/one_on_one,under_pressure,shot/aerial_won
b6f94a15-d464-4760-8420-6a8f6fdfc45b,3076,2,35:22.5,80,22,16,Shot,165,210,Real Sociedad,4,From Throw In,210,Real Sociedad,5560,Carlos Alberto Vela Garrido,23,Center Forward,114,31.8,0.143699,0.064837284,115,32.7,,93,Normal,40,Right Foot,87,Open Play,96,Blocked,,,,
47f52576-8923-452b-be76-00238c36e9be,3087,2,35:26.1,80,26,16,Shot,165,210,Real Sociedad,4,From Throw In,210,Real Sociedad,6673,Sergio Canales Madrazo,17,Right Wing,105.9,31.8,0.1493,0.068957105,107.3,32.3,,93,Normal,38,Left Foot,87,Open Play,96,Blocked,TRUE,,,
6e3bd054-9b51-4bce-a598-5915fc0e1cff,3317,2,43:06.8,88,6,16,Shot,178,217,Barcelona,1,Regular Play,217,Barcelona,4320,Neymar da Silva Santos Junior,23,Center Forward,103.6,37.3,0.1735,0.041744974,104.8,37.6,,93,Normal,40,Right Foot,87,Open Play,96,Blocked,,,,
54591874-5501-4325-b28d-a3364138ce67,3325,2,43:25.6,88,25,16,Shot,179,217,Barcelona,2,From Corner,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,105.4,28.9,0.5337,0.05196655,110.8,32.7,,93,Normal,38,Left Foot,87,Open Play,96,Blocked,,,,
1482e48a-f0c2-4f27-8c49-af93198b035b,3385,2,45:15.0,90,14,16,Shot,184,217,Barcelona,1,Regular Play,217,Barcelona,4320,Neymar da Silva Santos Junior,23,Center Forward,90.3,29.8,1.496171,0.020441707,120,47.5,1.2,93,Normal,40,Right Foot,87,Open Play,98,Off T,,,,
15e452da-2b21-47f7-b212-39cf0e8f4b56,3438,2,47:07.9,92,7,16,Shot,186,217,Barcelona,7,From Goal Kick,217,Barcelona,5216,Andrés Iniesta Luján,15,Left Center Midfield,95.1,28.6,1.241086,0.02686023,120,31.8,6.8,93,Normal,38,Left Foot,87,Open Play,98,Off T,,,,
5c50673e-b056-4a41-b173-983006737964,241,1,03:20.3,3,20,16,Shot,10,217,Barcelona,6,From Counter,217,Barcelona,4320,Neymar da Silva Santos Junior,17,Right Wing,110.5,55,0.4722,0.0587618,119.3,44,0.2,93,Normal,40,Right Foot,87,Open Play,100,Saved,,TRUE,,
19953c62-a69b-4fbd-8e28-88e8bcdeccfc,304,1,04:05.5,4,5,16,Shot,20,220,Real Madrid,1,Regular Play,220,Real Madrid,19677,Karim Benzema,23,Center Forward,107.6,52.2,0.802191,0.095666684,120,45.3,0.2,93,Normal,38,Left Foot,87,Open Play,98,Off T,,,,
56f7ae81-4ce8-4873-9510-4dafd40dec66,409,1,06:14.8,6,14,16,Shot,23,217,Barcelona,7,From Goal Kick,217,Barcelona,5216,Andrés Iniesta Luján,21,Left Wing,109.4,30.2,0.453501,0.1604232,120,41.3,2.4,93,Normal,38,Left Foot,87,Open Play,97,Goal,,TRUE,TRUE,
46b461f3-5fe1-4e35-92fe-a4364caa2cbb,681,1,11:34.8,11,34,16,Shot,34,220,Real Madrid,1,Regular Play,220,Real Madrid,19677,Karim Benzema,23,Center Forward,95.8,33.8,0.95759,0.04239128,119.4,39.6,0.3,93,Normal,40,Right Foot,87,Open Play,100,Saved,,,,
776a7ebf-1349-4edd-8165-66f9c5220fb8,706,1,12:00.3,12,0,16,Shot,37,220,Real Madrid,1,Regular Play,220,Real Madrid,19677,Karim Benzema,23,Center Forward,111.1,31.6,0.690878,0.21859588,120,37.3,3.6,93,Normal,38,Left Foot,87,Open Play,98,Off T,TRUE,,,
b9c36468-fe87-4762-8c26-a73806f85902,844,1,14:40.7,14,40,16,Shot,41,217,Barcelona,7,From Goal Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,105.8,28.7,0.959956,0.10783732,120,47.2,0.2,93,Normal,38,Left Foot,87,Open Play,98,Off T,,TRUE,TRUE,
42f0b3f9-f3c9-49d8-ac41-0e15332da25e,1041,1,17:46.7,17,46,16,Shot,45,220,Real Madrid,1,Regular Play,220,Real Madrid,5207,Cristiano Ronaldo dos Santos Aveiro,21,Left Wing,92.2,25.8,0.967958,0.021814093,118.5,40.1,0.7,93,Normal,40,Right Foot,87,Open Play,100,Saved,,,,
96143ad1-af17-4554-b2e1-0604fbdc5a80,1090,1,18:37.0,18,37,16,Shot,55,217,Barcelona,6,From Counter,217,Barcelona,4320,Neymar da Silva Santos Junior,17,Right Wing,104.8,37.5,0.3121,0.13398187,107.9,37.6,,93,Normal,38,Left Foot,87,Open Play,96,Blocked,,,TRUE,
c021fbe1-321f-45ab-b29b-ce22e30d1559,1125,1,19:40.0,19,40,16,Shot,57,220,Real Madrid,3,From Free Kick,220,Real Madrid,19677,Karim Benzema,23,Center Forward,111.4,37.7,1.246102,0.1251444,120,40.9,1.3,93,Normal,37,Head,87,Open Play,97,Goal,,,TRUE,TRUE
1f915e76-0b83-4b99-ac56-07925d645fbf,1205,1,23:06.0,23,6,16,Shot,60,220,Real Madrid,1,Regular Play,220,Real Madrid,19677,Karim Benzema,23,Center Forward,111.8,35.9,0.4854,0.21502556,120,42.1,1.1,95,Volley,40,Right Foot,87,Open Play,97,Goal,,,,
66723752-e79c-42bd-b1ea-efce11a5c367,1229,1,25:35.2,25,35,16,Shot,63,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,91.9,40.8,0.2691,0.04030618,95.8,41.1,,93,Normal,38,Left Foot,62,Free Kick,96,Blocked,,,,
f799eb6a-59b7-497a-a637-1a5a724761a0,1241,1,25:52.7,25,52,16,Shot,64,220,Real Madrid,1,Regular Play,220,Real Madrid,19677,Karim Benzema,23,Center Forward,113.3,46.1,0.5193,0.10746595,119.4,38.2,,93,Normal,38,Left Foot,87,Open Play,96,Blocked,,,,
f97c8fff-518e-4a39-82a3-1e294bd06427,1252,1,26:53.7,26,53,16,Shot,65,220,Real Madrid,3,From Free Kick,220,Real Madrid,5207,Cristiano Ronaldo dos Santos Aveiro,21,Left Wing,99.9,28.3,0.289,0.0742228,104,30.5,,93,Normal,40,Right Foot,62,Free Kick,96,Blocked,,,,
ecb99b77-a171-4a4d-b86e-6379c1d4f8f3,1257,1,26:55.3,26,55,16,Shot,65,220,Real Madrid,3,From Free Kick,220,Real Madrid,5463,Luka Modrić,13,Right Center Midfield,99.8,40,0.555861,0.052870486,120,38.9,4,91,Half Volley,38,Left Foot,87,Open Play,98,Off T,TRUE,,TRUE,
6f95ba80-ff11-4d58-af74-6adeb41f99ea,1331,1,29:47.5,29,47,16,Shot,70,217,Barcelona,3,From Free Kick,217,Barcelona,20131,Xavier Hernández Creus,13,Right Center Midfield,88.7,35.6,0.2475,0.027443403,97.9,36,,93,Normal,40,Right Foot,62,Free Kick,96,Blocked,,,,
adc2fe91-4b40-42de-b9fa-444f04588f9c,1788,1,39:46.9,39,46,16,Shot,94,217,Barcelona,2,From Corner,217,Barcelona,5213,Gerard Piqué Bernabéu,5,Left Center Back,110.8,41,0.115,0.06263564,112.1,40.8,,93,Normal,37,Head,87,Open Play,96,Blocked,,,TRUE,TRUE
409e96c8-2f09-48cf-8a58-8ee7ebe20864,1895,1,41:40.1,41,40,16,Shot,100,217,Barcelona,4,From Throw In,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,108.3,42.6,0.5912,0.08744124,120,43.4,0.2,93,Normal,38,Left Foot,87,Open Play,97,Goal,,,TRUE,
1f9f0847-ebda-4112-bab7-be86331a92c8,2021,1,45:25.1,45,25,16,Shot,105,220,Real Madrid,1,Regular Play,220,Real Madrid,19677,Karim Benzema,23,Center Forward,112.8,35.2,1.048436,0.09393917,120,44.5,0.4,93,Normal,37,Head,87,Open Play,98,Off T,,,TRUE,TRUE
527dade3-1e0e-4954-adaa-166dc68f6fc6,2452,2,06:55.5,51,55,16,Shot,125,220,Real Madrid,1,Regular Play,220,Real Madrid,19677,Karim Benzema,23,Center Forward,105.5,46.2,0.530253,0.26502767,114.6,43.5,0.9,93,Normal,40,Right Foot,87,Open Play,100,Saved,TRUE,,,
6d221322-fd5e-47bb-8176-85bb44ed90db,2511,2,09:19.6,54,19,16,Shot,130,220,Real Madrid,5,Other,220,Real Madrid,5207,Cristiano Ronaldo dos Santos Aveiro,21,Left Wing,108,40.1,0.6939,0.7835,120,36.4,0.3,93,Normal,40,Right Foot,88,Penalty,97,Goal,,,,
f8fa03e5-c509-4c23-9959-e1706c1edec7,2643,2,12:38.7,57,38,16,Shot,134,220,Real Madrid,3,From Free Kick,220,Real Madrid,6399,Gareth Frank Bale,17,Right Wing,115.8,51.8,0.1314,0.10100515,116.9,49.5,0.9,93,Normal,40,Right Foot,87,Open Play,100,Saved,TRUE,,,
cf747b6a-c38f-49f5-b1f2-e9f602432cac,2712,2,14:53.7,59,53,16,Shot,137,217,Barcelona,2,From Corner,217,Barcelona,5216,Andrés Iniesta Luján,21,Left Wing,94.9,29.5,0.0729,0.019769676,98.1,30.1,,91,Half Volley,38,Left Foot,87,Open Play,96,Blocked,TRUE,,,
32271f27-d0e2-49d0-a356-dd97b3af72c9,2739,2,15:53.2,60,53,16,Shot,139,217,Barcelona,7,From Goal Kick,217,Barcelona,4320,Neymar da Silva Santos Junior,17,Right Wing,94.6,54.1,0.879772,0.025534632,118.9,40.6,1.1,93,Normal,38,Left Foot,87,Open Play,100,Saved,,,,
33252fd4-3a5b-4b69-98f8-39c254f032dc,2870,2,19:08.2,64,8,16,Shot,156,217,Barcelona,5,Other,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,107.8,39.9,0.6292,0.7835,120,43.3,1.4,93,Normal,38,Left Foot,88,Penalty,97,Goal,,,,
40a3f35d-71b7-4d10-877d-34779ce67626,2956,2,22:19.8,67,19,16,Shot,159,217,Barcelona,1,Regular Play,217,Barcelona,5216,Andrés Iniesta Luján,21,Left Wing,91.6,47.8,0.0708,0.024557572,93.3,47.4,,93,Normal,40,Right Foot,87,Open Play,96,Blocked,,,TRUE,
62307c4c-dc7f-4a0a-a725-bab3a553f542,3122,2,26:18.9,71,18,16,Shot,165,217,Barcelona,2,From Corner,217,Barcelona,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,112.2,33,0.496636,0.06496262,120,39.5,4.8,93,Normal,37,Head,87,Open Play,98,Off T,,,,
5cca0c5c-5830-4d8b-a282-d1a2fcc32350,3166,2,27:22.7,72,22,16,Shot,167,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,102.1,49.4,0.1012,0.051266633,103.5,48.8,,93,Normal,38,Left Foot,87,Open Play,96,Blocked,TRUE,,TRUE,
7815fbd5-153f-4d37-bd2b-5cb4d35f507b,3254,2,28:35.8,73,35,16,Shot,169,217,Barcelona,1,Regular Play,217,Barcelona,4324,Daniel Alves da Silva,2,Right Back,95.9,52.9,1.0479,0.025510024,120,36,0.2,93,Normal,40,Right Foot,87,Open Play,99,Post,,,,
c9651def-9956-4fdd-9e72-a4dcc8815856,3548,2,36:19.0,81,18,16,Shot,183,217,Barcelona,3,From Free Kick,217,Barcelona,5506,Javier Alejandro Mascherano,3,Right Center Back,86.9,49.6,1.28424,0.014068461,120,38.7,3.4,93,Normal,40,Right Foot,87,Open Play,98,Off T,,,TRUE,
80cf5232-3eee-4fb2-86a8-ac457fe57463,3608,2,38:42.2,83,42,16,Shot,187,217,Barcelona,5,Other,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,108,40,0.6495,0.7835,120,43.7,2.4,93,Normal,38,Left Foot,88,Penalty,97,Goal,,,,
73fb2ace-ff42-41f3-b923-b27eed02cd36,3881,2,47:28.0,92,27,16,Shot,203,217,Barcelona,3,From Free Kick,217,Barcelona,3385,Alexis Alejandro Sánchez Sánchez,17,Right Wing,105.1,47.1,0.235936,0.058252055,107.1,45.8,,93,Normal,40,Right Foot,87,Open Play,96,Blocked,,,,
de3fbed5-cdef-4c14-81cc-6949a1d63009,108,1,02:04.0,2,3,16,Shot,6,217,Barcelona,3,From Free Kick,217,Barcelona,4320,Neymar da Silva Santos Junior,21,Left Wing,112.2,37.2,0.246904,0.18810888,120,40.8,3.9,95,Volley,40,Right Foot,87,Open Play,98,Off T,TRUE,,,
42753286-2ccf-4d2b-a0ec-dc45af4f16b7,245,1,04:37.1,4,37,16,Shot,10,217,Barcelona,4,From Throw In,217,Barcelona,5216,Andrés Iniesta Luján,15,Left Center Midfield,104.4,31.5,0.283,0.07735748,108,34.2,,93,Normal,38,Left Foot,87,Open Play,96,Blocked,TRUE,,,
fd19dc1a-bd57-43ff-96d6-5265f5e04a49,291,1,05:36.0,5,35,16,Shot,14,373,Córdoba CF,4,From Throw In,373,Córdoba CF,6731,Florin Andone,23,Center Forward,112.8,41.5,0.4873,0.17740776,120,42.4,3.8,93,Normal,37,Head,87,Open Play,98,Off T,,TRUE,TRUE,TRUE
19fbea81-502a-45a4-bc81-08f4f0c64a20,570,1,11:25.3,11,25,16,Shot,28,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,109.8,39.4,0.0709,0.10875897,110.8,39.3,,93,Normal,38,Left Foot,87,Open Play,96,Blocked,TRUE,,,
38e3adc4-9caa-4654-b2a7-6481d9c8fb8c,919,1,21:27.5,21,27,16,Shot,41,217,Barcelona,2,From Corner,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,98.4,48.3,0.1126,0.025427207,100.4,47.8,,93,Normal,38,Left Foot,87,Open Play,96,Blocked,,,TRUE,
6adc683f-4833-445d-8c75-dc777d2750ea,924,1,22:09.0,22,9,16,Shot,42,217,Barcelona,2,From Corner,217,Barcelona,4324,Daniel Alves da Silva,2,Right Back,94.5,45.9,1.162268,0.02349971,120,36.2,6.5,95,Volley,40,Right Foot,87,Open Play,98,Off T,TRUE,,,
d3cdda21-19fa-408d-86c5-0b0d6cb7c6dd,989,1,23:33.6,23,33,16,Shot,45,373,Córdoba CF,1,Regular Play,373,Córdoba CF,7900,Tiago Manuel Dias Correia,17,Right Wing,105.8,32.3,0.792327,0.093172826,120,33.3,4.7,93,Normal,37,Head,87,Open Play,98,Off T,,,TRUE,TRUE
d7629131-499e-469d-aa9e-d87b8cdb4938,1179,1,26:48.4,26,48,16,Shot,52,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,107.1,41.3,0.535,0.14467472,116.5,41.3,0.2,93,Normal,38,Left Foot,87,Open Play,100,Saved,,,,
d6f95f40-f9c9-42b9-9bae-5f28130898ea,1330,1,30:59.3,30,59,16,Shot,57,217,Barcelona,2,From Corner,217,Barcelona,5216,Andrés Iniesta Luján,15,Left Center Midfield,100.5,40.4,0.2776,0.057013147,110.4,40.4,,93,Normal,40,Right Foot,87,Open Play,96,Blocked,TRUE,,,
a9283fbe-a412-4e3b-b68c-db25bd896c49,1581,1,36:30.9,36,30,16,Shot,67,217,Barcelona,1,Regular Play,217,Barcelona,4320,Neymar da Silva Santos Junior,21,Left Wing,110.8,39.2,1.165372,0.24879242,120,44,0.2,95,Volley,40,Right Foot,87,Open Play,99,Post,TRUE,,,
91cb8dde-d390-4fad-8632-195afe313b44,1609,1,37:06.6,37,6,16,Shot,67,217,Barcelona,1,Regular Play,217,Barcelona,5216,Andrés Iniesta Luján,15,Left Center Midfield,95.2,28.3,1.128464,0.020939132,118.3,36.5,0.3,93,Normal,40,Right Foot,87,Open Play,100,Saved,,,,
5dfe886f-7c17-4426-965e-da73fc24d5e8,1723,1,41:01.8,41,1,16,Shot,72,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,93.3,34.3,0.495,0.06007076,105.4,36,,93,Normal,38,Left Foot,62,Free Kick,96,Blocked,,,,
21cdcb00-a0da-41a6-a09f-8c1b2507e695,1732,1,41:34.8,41,34,16,Shot,73,217,Barcelona,2,From Corner,217,Barcelona,4324,Daniel Alves da Silva,2,Right Back,84.4,45.8,1.766729,0.008023109,109.6,65.7,,91,Half Volley,38,Left Foot,87,Open Play,101,Wayward,TRUE,,,
e9f8d361-8aa5-46b9-a1dd-626232edeae7,1743,1,41:49.9,41,49,16,Shot,73,217,Barcelona,2,From Corner,217,Barcelona,5470,Ivan Rakitić,13,Right Center Midfield,112.4,30.3,0.5432,0.08579218,120,39.1,2.4,91,Half Volley,40,Right Foot,87,Open Play,97,Goal,,,,
8d1cf281-5a35-4738-bf31-8306140a3aa0,1950,1,46:55.2,46,55,16,Shot,86,217,Barcelona,1,Regular Play,217,Barcelona,5246,Luis Alberto Suárez Díaz,23,Center Forward,112.2,41.5,0.720486,0.31518722,120,41.2,0.4,95,Volley,40,Right Foot,87,Open Play,97,Goal,TRUE,,,
b4667af2-a820-4331-8495-75898edb6ee6,2017,2,01:00.5,46,0,16,Shot,87,217,Barcelona,9,From Kick Off,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,106.8,42.9,0.971841,0.09478591,120,37.2,0.3,93,Normal,37,Head,87,Open Play,97,Goal,,,,
d5459b45-660e-455e-bcfe-848b4ca8f723,2180,2,05:01.7,50,1,16,Shot,92,217,Barcelona,1,Regular Play,217,Barcelona,4320,Neymar da Silva Santos Junior,21,Left Wing,106.4,22.7,0.0749,0.034025565,107.2,23.8,,93,Normal,40,Right Foot,87,Open Play,96,Blocked,,,,
45a52ad4-4cd0-406d-9ddb-e0166cb31902,2187,2,05:32.7,50,32,16,Shot,93,217,Barcelona,2,From Corner,217,Barcelona,5246,Luis Alberto Suárez Díaz,23,Center Forward,112.1,37.4,0.847598,0.08794924,120,41,6.6,93,Normal,37,Head,87,Open Play,98,Off T,,,TRUE,TRUE
041801d4-9ff1-45c1-b761-2fd5a15f07a4,2272,2,07:43.9,52,43,16,Shot,98,217,Barcelona,4,From Throw In,217,Barcelona,5246,Luis Alberto Suárez Díaz,23,Center Forward,112.8,42.8,0.9333,0.17639245,120,36.2,1.1,93,Normal,37,Head,87,Open Play,97,Goal,,,,
f01a3fee-52df-4fb1-8d92-94bb86f709f8,2331,2,09:42.2,54,42,16,Shot,99,373,Córdoba CF,9,From Kick Off,373,Córdoba CF,24139,Luis Eduardo Delgado Pacheco,19,Center Attacking Midfield,106.3,30.2,0.992849,0.05058001,114.1,59.9,,94,Overhead Kick,40,Right Foot,87,Open Play,101,Wayward,TRUE,,,
149e875b-e97c-4a78-9763-b1369d233be1,2521,2,14:06.8,59,6,16,Shot,107,373,Córdoba CF,4,From Throw In,373,Córdoba CF,27236,Patrick Claude Ekeng Ekeng,19,Center Attacking Midfield,92.9,47.6,0.8504,0.027997525,118.8,36.9,1.6,93,Normal,40,Right Foot,87,Open Play,100,Saved,,,,
aaffc42e-ef04-42fd-9627-0db1c3ded0a0,2547,2,14:53.6,59,53,16,Shot,109,217,Barcelona,1,Regular Play,217,Barcelona,4320,Neymar da Silva Santos Junior,21,Left Wing,113.5,37.7,0.544354,0.42133686,120,35.2,1.7,91,Half Volley,38,Left Foot,87,Open Play,98,Off T,TRUE,,,
b05efc3b-3bad-47a1-b671-d1659282cfbf,2582,2,17:34.2,62,34,16,Shot,114,217,Barcelona,8,From Keeper,217,Barcelona,4320,Neymar da Silva Santos Junior,21,Left Wing,92.7,45.8,1.52832,0.048602674,119,42.7,1.6,92,Lob,40,Right Foot,87,Open Play,100,Saved,,TRUE,,
4206a247-761b-433d-af99-c92288de6609,2701,2,19:49.5,64,49,16,Shot,119,217,Barcelona,2,From Corner,217,Barcelona,5213,Gerard Piqué Bernabéu,3,Right Center Back,108.2,37.8,0.8434,0.062628366,120,42.5,0.7,93,Normal,37,Head,87,Open Play,97,Goal,,,TRUE,TRUE
5427e4e5-1bfd-4f4e-8c89-75c5e3e51d5c,2821,2,22:28.0,67,27,16,Shot,124,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,100.4,40.6,0.958533,0.059248198,120,33.8,0.5,93,Normal,38,Left Foot,87,Open Play,98,Off T,,,,
1c501b57-9108-4b9d-9745-55d9e9586d84,2866,2,23:50.6,68,50,16,Shot,126,373,Córdoba CF,4,From Throw In,373,Córdoba CF,24136,Federico Vico Villegas,17,Right Wing,104,54.1,1.0866,0.046337903,120,35.6,4.2,93,Normal,38,Left Foot,87,Open Play,98,Off T,,,TRUE,
fa9fc772-0315-43fd-8c34-3e0210285d2b,2923,2,24:55.3,69,55,16,Shot,127,217,Barcelona,7,From Goal Kick,217,Barcelona,5246,Luis Alberto Suárez Díaz,23,Center Forward,112.6,50.5,0.6216,0.16164018,120,45.5,1.7,91,Half Volley,40,Right Foot,87,Open Play,98,Off T,,,,
5f2c6c69-4a11-4902-b753-1de1c46c4267,2963,2,25:57.1,70,57,16,Shot,130,373,Córdoba CF,1,Regular Play,373,Córdoba CF,6731,Florin Andone,23,Center Forward,110.3,52.1,0.5291,0.1208117,120,46.8,5.1,93,Normal,40,Right Foot,87,Open Play,98,Off T,,,TRUE,
511b17bb-7b96-4a12-8b44-a65e768ae8aa,3256,2,32:00.7,77,0,16,Shot,139,217,Barcelona,4,From Throw In,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,112.5,40.9,0.7598,0.17990799,120,34.8,0.5,93,Normal,37,Head,87,Open Play,98,Off T,,,,
7f350464-2feb-4ecd-a3ae-5da21cb17cbb,3377,2,34:14.2,79,14,16,Shot,141,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,118.2,39,0.238423,0.7929378,120,40,0,93,Normal,38,Left Foot,87,Open Play,97,Goal,TRUE,,,
62019d56-2230-499e-afa2-39b482a1693b,3499,2,39:17.0,84,17,16,Shot,148,217,Barcelona,5,Other,217,Barcelona,4320,Neymar da Silva Santos Junior,21,Left Wing,108.1,40.1,0.6217,0.7835,120,42.5,0,93,Normal,40,Right Foot,88,Penalty,97,Goal,,,,
8ab3d920-84d3-414c-b4b2-b1c674bbef29,3612,2,42:09.4,87,9,16,Shot,151,217,Barcelona,4,From Throw In,217,Barcelona,20131,Xavier Hernández Creus,15,Left Center Midfield,95.3,33.8,0.5423,0.03571558,107.9,36.5,,93,Normal,40,Right Foot,87,Open Play,96,Blocked,TRUE,,,
f3e42ee6-1b93-4ab9-9d71-812aaec25e88,3616,2,42:11.2,87,11,16,Shot,151,217,Barcelona,4,From Throw In,217,Barcelona,5246,Luis Alberto Suárez Díaz,23,Center Forward,111.8,45.9,0.6294,0.48487863,120,41.3,0,93,Normal,38,Left Foot,87,Open Play,97,Goal,TRUE,,,
54bddd7a-c020-46c2-8626-3b761cd27d1f,53,1,01:03.2,1,3,16,Shot,3,217,Barcelona,3,From Free Kick,217,Barcelona,5246,Luis Alberto Suárez Díaz,23,Center Forward,117.9,48.9,0.0693,0.07571788,118.6,45.9,0.7,93,Normal,40,Right Foot,87,Open Play,100,Saved,,,,
97fbe520-719e-44eb-a32f-78b070d75ebb,56,1,01:04.2,1,4,16,Shot,3,217,Barcelona,3,From Free Kick,217,Barcelona,6616,Munir El Haddadi Mohamed,21,Left Wing,119.3,38.1,0.222339,0.9133661,120,38.6,0.3,93,Normal,40,Right Foot,87,Open Play,97,Goal,TRUE,,,
6e74b519-0934-47d9-b882-fee012bb1ebd,315,1,08:18.9,8,18,16,Shot,23,223,Málaga,3,From Free Kick,223,Málaga,6707,Charles Días Barbosa de Oliveira,22,Right Center Forward,108.4,33.1,0.683025,0.060600106,109.9,40,,89,Backheel,38,Left Foot,87,Open Play,101,Wayward,TRUE,,,
3a87bd06-9f09-4e37-b1f2-95a92ea88f3d,346,1,09:42.1,9,42,16,Shot,26,223,Málaga,4,From Throw In,223,Málaga,8419,Duje Čop,24,Left Center Forward,110.1,34.8,1.093344,0.15145154,119,37.2,1.6,93,Normal,37,Head,87,Open Play,100,Saved,,,,
36452438-ea9c-4493-a046-7f046e052667,400,1,11:16.2,11,16,16,Shot,37,223,Málaga,4,From Throw In,223,Málaga,6707,Charles Días Barbosa de Oliveira,22,Right Center Forward,113.1,42.3,0.0365,0.12100739,113.9,42.2,,93,Normal,37,Head,87,Open Play,96,Blocked,,,TRUE,
f11d6535-fe2b-4726-a91a-971422777c50,455,1,13:17.0,13,17,16,Shot,42,223,Málaga,4,From Throw In,223,Málaga,6569,Roberto José Rosales Altuve,2,Right Back,100.8,55,0.3475,0.031101836,108,44.4,,93,Normal,40,Right Foot,87,Open Play,96,Blocked,TRUE,,,
072fff31-7c13-45eb-8bbf-6eda2cf14c6b,460,1,13:41.3,13,41,16,Shot,43,223,Málaga,2,From Corner,223,Málaga,6707,Charles Días Barbosa de Oliveira,22,Right Center Forward,108.6,42.9,0.046,0.06573531,109.8,42.2,,93,Normal,37,Head,87,Open Play,96,Blocked,,,,
c90c52ae-781e-43e5-b9b9-b25c74d3be3b,464,1,13:42.9,13,42,16,Shot,43,223,Málaga,2,From Corner,223,Málaga,6740,Gonzalo Castro Irizábal,16,Left Midfield,97.8,37.9,0.9512,0.048216503,118,43.1,0.5,91,Half Volley,38,Left Foot,87,Open Play,116,Saved to Post,TRUE,,,
68aac78f-6052-4d9a-a600-73229c8a0e60,467,1,13:46.2,13,46,16,Shot,43,223,Málaga,2,From Corner,223,Málaga,6707,Charles Días Barbosa de Oliveira,22,Right Center Forward,114.3,51.7,0.2737,0.076546066,115.3,45.7,,91,Half Volley,40,Right Foot,87,Open Play,96,Blocked,TRUE,,,
ead102bd-e805-49b9-8377-feba3cb4adee,1225,1,31:26.8,31,26,16,Shot,75,223,Málaga,1,Regular Play,223,Málaga,6563,Juan Pablo Añor Acosta,12,Right Midfield,105.6,41.2,1.037,0.12243083,120,41.9,0.8,93,Normal,40,Right Foot,87,Open Play,97,Goal,,,,
ca3243cf-347b-40df-a491-847732fa1e72,1317,1,36:04.7,36,4,16,Shot,80,223,Málaga,3,From Free Kick,223,Málaga,8419,Duje Čop,24,Left Center Forward,104.6,37.7,1.884722,0.05689864,117.9,34.9,2.2,93,Normal,37,Head,87,Open Play,115,Saved Off Target,,,TRUE,
989a18d9-6fd7-4abe-8cb2-a870a249f12c,1486,1,40:48.6,40,48,16,Shot,92,223,Málaga,1,Regular Play,223,Málaga,8419,Duje Čop,24,Left Center Forward,103.3,58.5,0.6022,0.010448389,117.4,44.3,1.8,93,Normal,40,Right Foot,87,Open Play,100,Saved,,,,
c49dec9e-0f56-4335-a890-1ccbaeec5fe9,1585,1,43:12.1,43,12,16,Shot,103,217,Barcelona,1,Regular Play,217,Barcelona,6616,Munir El Haddadi Mohamed,21,Left Wing,108.4,27.7,0.3822,0.097420625,116.3,37,0.3,93,Normal,38,Left Foot,87,Open Play,100,Saved,TRUE,,,
57b5c2c8-4623-461c-984c-48ab0290b583,1588,1,43:13.7,43,13,16,Shot,103,217,Barcelona,6,From Counter,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,113.7,39.7,0.0549,0.31566206,114.7,39.8,,93,Normal,40,Right Foot,87,Open Play,96,Blocked,TRUE,,,
