id,index,period,timestamp,minute,second,type/id,type/name,possession,possession_team/id,possession_team/name,play_pattern/id,play_pattern/name,team/id,team/name,player/id,player/name,position/id,position/name,location/0,location/1,duration,related_events/0,pass/recipient/id,pass/recipient/name,pass/length,pass/angle,pass/height/id,pass/height/name,pass/end_location/0,pass/end_location/1,pass/body_part/id,pass/body_part/name,pass/type/id,pass/type/name,related_events/1,carry/end_location/0,carry/end_location/1,pass/outcome/id,pass/outcome/name,under_pressure,duel/type/id,duel/type/name,related_events/2,related_events/3,pass/aerial_won,ball_receipt/outcome/id,ball_receipt/outcome/name,counterpress,out,pass/switch,goalkeeper/type/id,goalkeeper/type/name,goalkeeper/outcome/id,goalkeeper/outcome/name,off_camera,foul_won/defensive,dribble/outcome/id,dribble/outcome/name,pass/cross,clearance/body_part/id,clearance/body_part/name,clearance/right_foot,duel/outcome/id,duel/outcome/name,ball_recovery/recovery_failure,clearance/head,pass/assisted_shot_id,pass/goal_assist,shot/statsbomb_xg,shot/end_location/0,shot/end_location/1,shot/end_location/2,shot/key_pass_id,shot/body_part/id,shot/body_part/name,shot/technique/id,shot/technique/name,shot/deflected,shot/type/id,shot/type/name,shot/outcome/id,shot/outcome/name,shot/freeze_frame/0/location/0,shot/freeze_frame/0/location/1,shot/freeze_frame/0/player/id,shot/freeze_frame/0/player/name,shot/freeze_frame/0/position/id,shot/freeze_frame/0/position/name,shot/freeze_frame/0/teammate,shot/freeze_frame/1/location/0,shot/freeze_frame/1/location/1,shot/freeze_frame/1/player/id,shot/freeze_frame/1/player/name,shot/freeze_frame/1/position/id,shot/freeze_frame/1/position/name,shot/freeze_frame/1/teammate,shot/freeze_frame/2/location/0,shot/freeze_frame/2/location/1,shot/freeze_frame/2/player/id,shot/freeze_frame/2/player/name,shot/freeze_frame/2/position/id,shot/freeze_frame/2/position/name,shot/freeze_frame/2/teammate,shot/freeze_frame/3/location/0,shot/freeze_frame/3/location/1,shot/freeze_frame/3/player/id,shot/freeze_frame/3/player/name,shot/freeze_frame/3/position/id,shot/freeze_frame/3/position/name,shot/freeze_frame/3/teammate,shot/freeze_frame/4/location/0,shot/freeze_frame/4/location/1,shot/freeze_frame/4/player/id,shot/freeze_frame/4/player/name,shot/freeze_frame/4/position/id,shot/freeze_frame/4/position/name,shot/freeze_frame/4/teammate,shot/freeze_frame/5/location/0,shot/freeze_frame/5/location/1,shot/freeze_frame/5/player/id,shot/freeze_frame/5/player/name,shot/freeze_frame/5/position/id,shot/freeze_frame/5/position/name,shot/freeze_frame/5/teammate,shot/freeze_frame/6/location/0,shot/freeze_frame/6/location/1,shot/freeze_frame/6/player/id,shot/freeze_frame/6/player/name,shot/freeze_frame/6/position/id,shot/freeze_frame/6/position/name,shot/freeze_frame/6/teammate,block/deflection,goalkeeper/technique/id,goalkeeper/technique/name,goalkeeper/position/id,goalkeeper/position/name,goalkeeper/body_part/id,goalkeeper/body_part/name,interception/outcome/id,interception/outcome/name,pass/technique/id,pass/technique/name,pass/inswinging,pass/shot_assist,shot/freeze_frame/7/location/0,shot/freeze_frame/7/location/1,shot/freeze_frame/7/player/id,shot/freeze_frame/7/player/name,shot/freeze_frame/7/position/id,shot/freeze_frame/7/position/name,shot/freeze_frame/7/teammate,shot/freeze_frame/8/location/0,shot/freeze_frame/8/location/1,shot/freeze_frame/8/player/id,shot/freeze_frame/8/player/name,shot/freeze_frame/8/position/id,shot/freeze_frame/8/position/name,shot/freeze_frame/8/teammate,shot/freeze_frame/9/location/0,shot/freeze_frame/9/location/1,shot/freeze_frame/9/player/id,shot/freeze_frame/9/player/name,shot/freeze_frame/9/position/id,shot/freeze_frame/9/position/name,shot/freeze_frame/9/teammate,goalkeeper/end_location/0,goalkeeper/end_location/1,pass/outswinging,foul_committed/advantage,foul_won/advantage,pass/deflected,shot/one_on_one,shot/first_time,block/save_block,shot/freeze_frame/10/location/0,shot/freeze_frame/10/location/1,shot/freeze_frame/10/player/id,shot/freeze_frame/10/player/name,shot/freeze_frame/10/position/id,shot/freeze_frame/10/position/name,shot/freeze_frame/10/teammate,shot/freeze_frame/11/location/0,shot/freeze_frame/11/location/1,shot/freeze_frame/11/player/id,shot/freeze_frame/11/player/name,shot/freeze_frame/11/position/id,shot/freeze_frame/11/position/name,shot/freeze_frame/11/teammate,clearance/aerial_won,shot/freeze_frame/12/location/0,shot/freeze_frame/12/location/1,shot/freeze_frame/12/player/id,shot/freeze_frame/12/player/name,shot/freeze_frame/12/position/id,shot/freeze_frame/12/position/name,shot/freeze_frame/12/teammate,shot/freeze_frame/13/location/0,shot/freeze_frame/13/location/1,shot/freeze_frame/13/player/id,shot/freeze_frame/13/player/name,shot/freeze_frame/13/position/id,shot/freeze_frame/13/position/name,shot/freeze_frame/13/teammate,shot/freeze_frame/14/location/0,shot/freeze_frame/14/location/1,shot/freeze_frame/14/player/id,shot/freeze_frame/14/player/name,shot/freeze_frame/14/position/id,shot/freeze_frame/14/position/name,shot/freeze_frame/14/teammate,clearance/left_foot,substitution/outcome/id,substitution/outcome/name,substitution/replacement/id,substitution/replacement/name,tactics/formation,tactics/lineup/0/player/id,tactics/lineup/0/player/name,tactics/lineup/0/position/id,tactics/lineup/0/position/name,tactics/lineup/0/jersey_number,tactics/lineup/1/player/id,tactics/lineup/1/player/name,tactics/lineup/1/position/id,tactics/lineup/1/position/name,tactics/lineup/1/jersey_number,tactics/lineup/2/player/id,tactics/lineup/2/player/name,tactics/lineup/2/position/id,tactics/lineup/2/position/name,tactics/lineup/2/jersey_number,tactics/lineup/3/player/id,tactics/lineup/3/player/name,tactics/lineup/3/position/id,tactics/lineup/3/position/name,tactics/lineup/3/jersey_number,tactics/lineup/4/player/id,tactics/lineup/4/player/name,tactics/lineup/4/position/id,tactics/lineup/4/position/name,tactics/lineup/4/jersey_number,tactics/lineup/5/player/id,tactics/lineup/5/player/name,tactics/lineup/5/position/id,tactics/lineup/5/position/name,tactics/lineup/5/jersey_number,tactics/lineup/6/player/id,tactics/lineup/6/player/name,tactics/lineup/6/position/id,tactics/lineup/6/position/name,tactics/lineup/6/jersey_number,tactics/lineup/7/player/id,tactics/lineup/7/player/name,tactics/lineup/7/position/id,tactics/lineup/7/position/name,tactics/lineup/7/jersey_number,tactics/lineup/8/player/id,tactics/lineup/8/player/name,tactics/lineup/8/position/id,tactics/lineup/8/position/name,tactics/lineup/8/jersey_number,tactics/lineup/9/player/id,tactics/lineup/9/player/name,tactics/lineup/9/position/id,tactics/lineup/9/position/name,tactics/lineup/9/jersey_number,tactics/lineup/10/player/id,tactics/lineup/10/player/name,tactics/lineup/10/position/id,tactics/lineup/10/position/name,tactics/lineup/10/jersey_number,miscontrol/aerial_won,shot/freeze_frame/15/location/0,shot/freeze_frame/15/location/1,shot/freeze_frame/15/player/id,shot/freeze_frame/15/player/name,shot/freeze_frame/15/position/id,shot/freeze_frame/15/position/name,shot/freeze_frame/15/teammate,shot/freeze_frame/16/location/0,shot/freeze_frame/16/location/1,shot/freeze_frame/16/player/id,shot/freeze_frame/16/player/name,shot/freeze_frame/16/position/id,shot/freeze_frame/16/position/name,shot/freeze_frame/16/teammate,dribble/overrun,related_events/4,shot/aerial_won,pass/no_touch,foul_committed/card/id,foul_committed/card/name,pass/through_ball,related_events/5,related_events/6,block/offensive
52886cd1-1557-4c0a-b325-12b8f98ccda0,1360,1,35:43.5,35,43,16,Shot,73,41,Sunderland,2,From Corner,41,Sunderland,7171,Fabio Borini,13,Right Center Midfield,104.4,46.5,0.808235,6d52550d-37e9-4392-9d62-f0be9db88a93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05422972,120,46,1,,40,Right Foot,91,Half Volley,,87,Open Play,98,Off T,109.9,43.6,43081,Almen Abdi,17,Right Wing,FALSE,108.3,36.7,3626,Ben Watson,11,Left Defensive Midfield,FALSE,110.8,44,3991,Allan Romeo Nyom,2,Right Back,FALSE,109.1,49.1,5458,Odion Jude Ighalo,23,Center Forward,FALSE,112.3,32.7,22281,Duncan Watmore,15,Left Center Midfield,TRUE,118,35.9,9554,Steven Fletcher,23,Center Forward,TRUE,116.3,34.6,16890,John O''Shea,4,Center Back,TRUE,,,,,,,,,,,,,,110.7,40.2,18751,Jack Rodwell,8,Left Wing Back,TRUE,112.3,44.3,10503,Billy Jones,7,Right Wing Back,TRUE,113.1,44.6,4417,Ola Toivonen,9,Right Defensive Midfield,TRUE,,,,,,,,TRUE,,116,40.3,3288,Miguel Ángel Britos Cabrera,5,Left Center Back,FALSE,112.5,39.3,3721,Etienne Capoue,9,Right Defensive Midfield,FALSE,,112.9,35.8,3263,Craig Cathcart,3,Right Center Back,FALSE,109.8,37.9,3454,Troy Deeney,19,Center Attacking Midfield,FALSE,103.8,46.2,6870,José Manuel Jurado Marín,21,Left Wing,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.7,42.2,3522,Heurelho da Silva Gomes,1,Goalkeeper,FALSE,112.3,47.6,3306,Nathan Aké,6,Left Back,FALSE,,,,,,,,,,
33b124c0-6815-46aa-8f25-610f6dd6b7f7,1659,1,43:49.1,43,49,16,Shot,89,41,Sunderland,4,From Throw In,41,Sunderland,4417,Ola Toivonen,9,Right Defensive Midfield,111.2,32.9,2.148697,7b205caf-e3ac-4947-a4aa-a50783a3bca8,,,,,,,,,,,,,a5fbbb18-1229-4601-b2ae-09f72a20bbe0,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07716916,120,57.1,1.2,05b3cc29-f550-470b-a15a-48dba69d78c6,37,Head,93,Normal,,87,Open Play,98,Off T,111.2,34,3991,Allan Romeo Nyom,2,Right Back,FALSE,110.6,40.2,3263,Craig Cathcart,3,Right Center Back,FALSE,108.6,45.4,3626,Ben Watson,11,Left Defensive Midfield,FALSE,107.7,52.2,3306,Nathan Aké,6,Left Back,FALSE,104.2,61.7,3288,Miguel Ángel Britos Cabrera,5,Left Center Back,FALSE,100.8,51,16890,John O''Shea,4,Center Back,TRUE,108.7,40.9,9554,Steven Fletcher,23,Center Forward,TRUE,,,,,,,,,,,,,,94.5,60.2,5458,Odion Jude Ighalo,23,Center Forward,FALSE,119.2,37.4,3522,Heurelho da Silva Gomes,1,Goalkeeper,FALSE,102.1,39.5,3721,Etienne Capoue,9,Right Defensive Midfield,FALSE,,,,,,,,,,103,42.3,18751,Jack Rodwell,8,Left Wing Back,TRUE,97.8,63.3,7171,Fabio Borini,13,Right Center Midfield,TRUE,,101.2,65.3,10503,Billy Jones,7,Right Wing Back,TRUE,104.3,67.4,4429,Yann Gérard M''Vila,11,Left Defensive Midfield,TRUE,104.9,67.9,6870,José Manuel Jurado Marín,21,Left Wing,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
7ed7cd89-a745-4d57-ad1e-1012ab0446a9,1765,1,46:01.6,46,1,16,Shot,95,23,Watford,1,Regular Play,23,Watford,3454,Troy Deeney,19,Center Attacking Midfield,99.2,26.4,1.456793,8f01c1f7-7371-4a82-b5a0-8607d3aa6fba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03327766,120,45.5,5,75f5fad1-a286-4de4-8e1e-3f43fb74fffe,40,Right Foot,93,Normal,,87,Open Play,98,Off T,117.1,38,6871,Costel Fane Pantilimon,1,Goalkeeper,FALSE,97.1,34.2,6870,José Manuel Jurado Marín,21,Left Wing,TRUE,99.2,38.5,18751,Jack Rodwell,8,Left Wing Back,FALSE,94,22.5,7171,Fabio Borini,13,Right Center Midfield,FALSE,106.9,46.8,3321,Patrick van Aanholt,5,Left Center Back,FALSE,105.4,38.4,16890,John O''Shea,4,Center Back,FALSE,102.7,29.3,10503,Billy Jones,7,Right Wing Back,FALSE,,,,,,,,,,,,,,107.1,34.4,6300,Sebastián Coates Nión,3,Right Center Back,FALSE,104.7,22.1,4429,Yann Gérard M''Vila,11,Left Defensive Midfield,FALSE,103,16.9,3721,Etienne Capoue,9,Right Defensive Midfield,TRUE,,,,,,,,,,103,37.4,5458,Odion Jude Ighalo,23,Center Forward,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776889ef-4534-47b2-a4eb-70e6bc92627e,1819,2,01:25.0,46,25,16,Shot,100,41,Sunderland,1,Regular Play,41,Sunderland,3321,Patrick van Aanholt,5,Left Center Back,88.2,27.8,1.483249,3367fa7e-61ec-4807-9bfd-f009313b8780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011866985,120,49.6,0.2,3a7a0a2f-358c-4b83-8dfa-0ff3f1b6fa8d,38,Left Foot,93,Normal,,87,Open Play,98,Off T,92.6,56.4,4417,Ola Toivonen,9,Right Defensive Midfield,TRUE,98.5,53.4,9554,Steven Fletcher,23,Center Forward,TRUE,98.5,38.7,22281,Duncan Watmore,15,Left Center Midfield,TRUE,99.6,23,7171,Fabio Borini,13,Right Center Midfield,TRUE,97.9,54.7,3306,Nathan Aké,6,Left Back,FALSE,98.6,51.9,3288,Miguel Ángel Britos Cabrera,5,Left Center Back,FALSE,98.7,37.5,3263,Craig Cathcart,3,Right Center Back,FALSE,,,,,,,,,,,,,,91.5,37.9,3721,Etienne Capoue,9,Right Defensive Midfield,FALSE,91,30.9,43081,Almen Abdi,17,Right Wing,FALSE,87.8,44.7,3626,Ben Watson,11,Left Defensive Midfield,FALSE,,,,,,,,,,100.6,29.7,3991,Allan Romeo Nyom,2,Right Back,FALSE,116.5,39.1,3522,Heurelho da Silva Gomes,1,Goalkeeper,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e1e3ad-27e0-45de-8b51-6532eb2f1e8c,2024,2,06:00.2,51,0,16,Shot,113,41,Sunderland,1,Regular Play,41,Sunderland,9554,Steven Fletcher,23,Center Forward,105.3,60.9,0.116394,47ba2a36-1d22-4eb3-a112-1a8009f008b3,,,,,,,,,,,,,7d66ade4-7f03-4a1d-9462-b5b27eb77f9f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009991567,107.1,57.7,,,38,Left Foot,93,Normal,,87,Open Play,96,Blocked,107.9,38,7171,Fabio Borini,13,Right Center Midfield,TRUE,102.2,52.1,22281,Duncan Watmore,15,Left Center Midfield,TRUE,95.5,47.3,18751,Jack Rodwell,8,Left Wing Back,TRUE,105.3,75.8,4417,Ola Toivonen,9,Right Defensive Midfield,TRUE,108.1,41.4,3991,Allan Romeo Nyom,2,Right Back,FALSE,106,49.4,3626,Ben Watson,11,Left Defensive Midfield,FALSE,107.2,56.2,3263,Craig Cathcart,3,Right Center Back,FALSE,,,,,,,,,,,,,,98.6,67.1,3306,Nathan Aké,6,Left Back,FALSE,94.2,63.2,6870,José Manuel Jurado Marín,21,Left Wing,FALSE,105,65,3288,Miguel Ángel Britos Cabrera,5,Left Center Back,FALSE,,,,,,,,,,108,62.2,3721,Etienne Capoue,9,Right Defensive Midfield,FALSE,117.5,46,3522,Heurelho da Silva Gomes,1,Goalkeeper,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6a40ceb-cfe1-4d8d-b3e2-ab197cd4336f,2045,2,06:46.6,51,46,16,Shot,114,41,Sunderland,2,From Corner,41,Sunderland,18751,Jack Rodwell,8,Left Wing Back,96.7,27.1,0.652044,4099b8bf-e202-4e17-971d-4bbecab1eab6,,,,,,,,,,,,,d2f4fc80-7fc0-49af-bc1a-92d805ab4bfe,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030631742,113.9,39.3,1.2,72b1148b-f854-4803-9614-b36e8c1fd609,38,Left Foot,91,Half Volley,,87,Open Play,100,Saved,114.9,38.7,3522,Heurelho da Silva Gomes,1,Goalkeeper,FALSE,96.9,38.9,9554,Steven Fletcher,23,Center Forward,TRUE,92.6,37.3,3721,Etienne Capoue,9,Right Defensive Midfield,FALSE,96.9,52.9,3306,Nathan Aké,6,Left Back,FALSE,101,42.9,3288,Miguel Ángel Britos Cabrera,5,Left Center Back,FALSE,100.4,36.9,3263,Craig Cathcart,3,Right Center Back,FALSE,101.4,31.4,3991,Allan Romeo Nyom,2,Right Back,FALSE,,,,,,,,,,,,,,98.6,23.9,7171,Fabio Borini,13,Right Center Midfield,TRUE,93.5,24,43081,Almen Abdi,17,Right Wing,FALSE,97.7,28.7,3626,Ben Watson,11,Left Defensive Midfield,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683b758d-264d-4dc6-9ffc-44c88d9ca04c,2237,2,10:55.7,55,55,16,Shot,120,41,Sunderland,1,Regular Play,41,Sunderland,18751,Jack Rodwell,8,Left Wing Back,97.3,53.2,1.532112,69c991b8-f43f-4fe7-8778-30cabeebfff0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020424804,120,25.2,6.3,,38,Left Foot,95,Volley,,87,Open Play,98,Off T,113.2,45,4417,Ola Toivonen,9,Right Defensive Midfield,TRUE,108.3,51,22281,Duncan Watmore,15,Left Center Midfield,TRUE,92.8,27.1,4429,Yann Gérard M''Vila,11,Left Defensive Midfield,TRUE,109.1,79,7171,Fabio Borini,13,Right Center Midfield,TRUE,101.2,62,10503,Billy Jones,7,Right Wing Back,TRUE,98.3,54.2,3454,Troy Deeney,19,Center Attacking Midfield,FALSE,106.6,50.4,3721,Etienne Capoue,9,Right Defensive Midfield,FALSE,,,,,,,,,,,,,,106.9,51.6,3626,Ben Watson,11,Left Defensive Midfield,FALSE,108.1,62.2,3306,Nathan Aké,6,Left Back,FALSE,108.1,71.9,6870,José Manuel Jurado Marín,21,Left Wing,FALSE,,,,,,,,TRUE,,112.2,46.6,3288,Miguel Ángel Britos Cabrera,5,Left Center Back,FALSE,108.9,41.6,3263,Craig Cathcart,3,Right Center Back,FALSE,,109,36.8,3991,Allan Romeo Nyom,2,Right Back,FALSE,112.2,34.2,9554,Steven Fletcher,23,Center Forward,TRUE,117.9,41.7,3522,Heurelho da Silva Gomes,1,Goalkeeper,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.9,29.6,43081,Almen Abdi,17,Right Wing,FALSE,102.1,23.9,3321,Patrick van Aanholt,5,Left Center Back,TRUE,,,,,,,,,,
b323d2bc-2650-4bbb-bd13-959f1f07343a,2517,2,19:50.9,64,50,16,Shot,138,41,Sunderland,4,From Throw In,41,Sunderland,18751,Jack Rodwell,8,Left Wing Back,104.4,29.7,1.245318,9c4e2590-45e0-4233-a42f-656acaa4808e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102825336,120,46.2,4.2,15a17b3a-ba83-4d79-8646-671f224b4b23,40,Right Foot,93,Normal,,87,Open Play,98,Off T,116.6,38.5,3522,Heurelho da Silva Gomes,1,Goalkeeper,FALSE,89.1,20.5,3721,Etienne Capoue,9,Right Defensive Midfield,FALSE,101.7,34.5,6870,José Manuel Jurado Marín,21,Left Wing,FALSE,106.4,37.1,3263,Craig Cathcart,3,Right Center Back,FALSE,106.1,32.1,3626,Ben Watson,11,Left Defensive Midfield,FALSE,106.6,40.7,3288,Miguel Ángel Britos Cabrera,5,Left Center Back,FALSE,106.9,43.7,3306,Nathan Aké,6,Left Back,FALSE,,,,,,,,,,,,,,104,23.7,42902,Adam Johnson,15,Left Center Midfield,TRUE,108,45.6,9554,Steven Fletcher,23,Center Forward,TRUE,111.4,36.8,4417,Ola Toivonen,9,Right Defensive Midfield,TRUE,,,,,,,,TRUE,,101.9,32.6,22281,Duncan Watmore,13,Right Center Midfield,TRUE,108.2,17.8,3991,Allan Romeo Nyom,2,Right Back,FALSE,,101,18,43081,Almen Abdi,17,Right Wing,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1e08f0f-ca34-4516-b483-1d8b346280da,2907,2,31:52.5,76,52,16,Shot,156,41,Sunderland,3,From Free Kick,41,Sunderland,22281,Duncan Watmore,13,Right Center Midfield,90.2,44,1.220632,8521bb60-5039-45d8-a10a-4f17fc3f8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03724207,120,45.5,1.4,9eec4b0a-d7f7-4b37-876e-0025aea6124b,40,Right Foot,93,Normal,,87,Open Play,98,Off T,114.3,41.4,3522,Heurelho da Silva Gomes,1,Goalkeeper,FALSE,90,57.9,4828,Adlène Guédioura,16,Left Midfield,FALSE,87.9,60.2,42902,Adam Johnson,15,Left Center Midfield,TRUE,95.2,44.8,3306,Nathan Aké,6,Left Back,FALSE,90.5,41.5,3626,Ben Watson,13,Right Center Midfield,FALSE,79.8,19,3321,Patrick van Aanholt,5,Left Center Back,TRUE,82.1,20.6,40118,Ikechi Anya,12,Right Midfield,FALSE,,,,,,,,,,,,,,94.2,31.2,3991,Allan Romeo Nyom,2,Right Back,FALSE,94.8,35.9,3263,Craig Cathcart,3,Right Center Back,FALSE,97.9,39.7,3288,Miguel Ángel Britos Cabrera,5,Left Center Back,FALSE,,,,,,,,,,98.7,34.2,3337,Jermain Defoe,23,Center Forward,TRUE,88.1,41.1,18751,Jack Rodwell,8,Left Wing Back,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768ca16e-be5f-4d8c-b213-60904a29334e,3057,2,35:35.9,80,35,16,Shot,166,23,Watford,6,From Counter,23,Watford,5458,Odion Jude Ighalo,23,Center Forward,107.2,31.4,0.223974,04c93bf3-0490-4bcd-87c4-e2350674fc23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46103123,110.9,32.8,0.2,f2027694-cb59-47fb-873d-f3c31e3670ce,38,Left Foot,93,Normal,,87,Open Play,100,Saved,110.9,33.4,6871,Costel Fane Pantilimon,1,Goalkeeper,FALSE,106.1,29,6300,Sebastián Coates Nión,3,Right Center Back,FALSE,105.4,35,16890,John O''Shea,4,Center Back,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f0eb68f-76de-4827-a672-4769793b3b43,3084,2,35:57.9,80,57,16,Shot,167,41,Sunderland,1,Regular Play,41,Sunderland,3337,Jermain Defoe,23,Center Forward,105.1,33.8,0.630911,9535d3c4-6587-49e3-b046-7d77f7307a9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22269204,114.9,37.2,0.4,c4d977f5-0514-42b3-970b-49eb98fc479d,40,Right Foot,93,Normal,,87,Open Play,100,Saved,101,35.4,3721,Etienne Capoue,15,Left Center Midfield,FALSE,100.6,24.4,3454,Troy Deeney,19,Center Attacking Midfield,FALSE,88.1,18.7,40118,Ikechi Anya,12,Right Midfield,FALSE,106.6,42.1,4417,Ola Toivonen,9,Right Defensive Midfield,TRUE,107.4,41.9,3306,Nathan Aké,6,Left Back,FALSE,110,40.7,22281,Duncan Watmore,13,Right Center Midfield,TRUE,108.3,38.9,3288,Miguel Ángel Britos Cabrera,5,Left Center Back,FALSE,,,,,,,,,,,,,,108.3,36.2,3263,Craig Cathcart,3,Right Center Back,FALSE,109.8,37.4,18751,Jack Rodwell,8,Left Wing Back,TRUE,115,38.3,3522,Heurelho da Silva Gomes,1,Goalkeeper,FALSE,,,,,,,,,,107.9,27.7,3991,Allan Romeo Nyom,2,Right Back,FALSE,107.8,32.2,3626,Ben Watson,13,Right Center Midfield,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8c4e177-6e39-4639-8bcd-d7159541d1d6,3110,2,37:20.3,82,20,16,Shot,171,23,Watford,6,From Counter,23,Watford,5458,Odion Jude Ighalo,23,Center Forward,106,48.9,0.057348,52ca80b8-0039-407c-8c6c-e00661ebf48b,,,,,,,,,,,,,8e46d7e7-721f-40d3-bc2d-fb4e21d37345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215866,106.7,48.5,,a21158bc-83eb-4002-bdc6-754db2ef2f51,40,Right Foot,93,Normal,,87,Open Play,96,Blocked,101,42.1,10503,Billy Jones,7,Right Wing Back,FALSE,106.5,47.9,6300,Sebastián Coates Nión,3,Right Center Back,FALSE,112.9,45.5,6871,Costel Fane Pantilimon,1,Goalkeeper,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867e6a4-938d-4ef8-8b88-a34e45d89c70,3159,2,38:31.2,83,31,16,Shot,175,41,Sunderland,1,Regular Play,41,Sunderland,3337,Jermain Defoe,23,Center Forward,113.9,38.3,1.220871,92772f9b-68cf-42f1-83ed-795cd23cf367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3487425,120,44.8,0.4,,40,Right Foot,91,Half Volley,,87,Open Play,98,Off T,102.2,38.7,4417,Ola Toivonen,9,Right Defensive Midfield,TRUE,100.2,35.7,3721,Etienne Capoue,15,Left Center Midfield,FALSE,105.1,42.6,3306,Nathan Aké,6,Left Back,FALSE,112.8,38.3,3288,Miguel Ángel Britos Cabrera,5,Left Center Back,FALSE,115,18,3321,Patrick van Aanholt,5,Left Center Back,TRUE,106.5,19,3454,Troy Deeney,19,Center Attacking Midfield,FALSE,110.1,22.3,3991,Allan Romeo Nyom,2,Right Back,FALSE,,,,,,,,,,,,,,115,38.1,3522,Heurelho da Silva Gomes,1,Goalkeeper,FALSE,113.8,36.5,3263,Craig Cathcart,3,Right Center Back,FALSE,99.3,29.8,3626,Ben Watson,13,Right Center Midfield,FALSE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
